id,rating,tournaments,champions,championNext
14356,1259,0,0,0
14357,2171,0,1,1
14358,1194,1,1,1
14359,2165,0,1,1
14360,2412,1,1,1
14361,2806,2,0,1
14362,773,0,0,0
14363,2223,0,0,1
14364,1903,1,0,1
14365,2579,1,0,1
14366,636,0,0,0
14367,1741,1,0,0
14368,1918,0,0,1
14369,1051,0,0,0
14370,2284,0,0,1
14371,721,0,0,0
14372,2681,0,0,1
14373,1036,0,0,0
14374,1195,0,0,0
14375,2976,0,0,1
14376,1807,0,0,1
14377,2041,0,1,1
14378,2773,1,0,1
14379,2991,0,0,1
14380,608,0,0,1
14381,523,1,0,0
14382,2808,0,0,1
14383,1750,0,0,0
14384,1096,0,1,0
14385,550,1,1,1
14386,1007,1,0,0
14387,1417,0,1,0
14388,2267,1,1,1
14389,2652,0,0,1
14390,717,0,0,0
14391,887,0,0,0
14392,1023,0,0,0
14393,1644,0,1,0
14394,430,0,1,1
14395,1371,1,0,0
14396,1986,0,0,0
14397,2058,0,0,1
14398,871,0,0,0
14399,2097,0,0,0
14400,692,0,0,0
14401,680,0,0,0
14402,726,0,0,1
14403,2895,2,0,1
14404,1853,0,0,1
14405,1618,1,0,1
14406,2083,3,0,0
14407,2644,0,0,1
14408,2612,1,0,1
14409,1096,1,0,0
14410,954,0,0,0
14411,534,0,0,0
14412,2699,0,1,1
14413,1786,0,0,1
14414,1779,0,0,1
14415,2055,0,0,1
14416,2624,1,1,1
14417,1913,1,0,0
14418,2873,0,0,1
14419,954,0,0,1
14420,1430,0,0,0
14421,1989,1,0,1
14422,2869,0,0,1
14423,1751,0,1,0
14424,535,0,0,0
14425,2453,0,0,1
14426,2015,2,2,1
14427,1948,0,0,1
14428,2428,1,1,1
14429,1845,1,0,1
14430,990,0,0,0
14431,608,0,1,0
14432,2540,1,0,1
14433,1560,0,0,0
14434,2095,0,0,1
14435,2520,0,0,1
14436,912,1,1,1
14437,2804,0,0,0
14438,1833,1,0,0
14439,1075,0,0,0
14440,2480,0,2,1
14441,1672,0,0,0
14442,925,1,1,1
14443,1401,0,0,1
14444,2306,1,0,1
14445,1157,1,0,1
14446,547,0,0,0
14447,2383,0,1,1
14448,2514,0,1,1
14449,1237,0,0,1
14450,1479,0,0,0
14451,2811,0,0,1
14452,1997,1,0,1
14453,1119,0,1,0
14454,1798,0,0,0
14455,569,0,0,1
14456,1397,2,2,1
14457,2083,0,0,1
14458,1164,0,0,1
14459,1223,0,0,0
14460,1369,0,0,1
14461,2800,0,1,1
14462,992,1,0,0
14463,965,1,1,0
14464,2025,0,1,0
14465,1256,0,0,0
14466,2750,0,0,1
14467,1944,0,0,1
14468,886,1,0,0
14469,2703,0,1,1
14470,1437,0,0,0
14471,1236,0,0,0
14472,1080,0,0,1
14473,916,0,0,0
14474,437,0,0,0
14475,1740,0,0,1
14476,2890,0,0,1
14477,2185,0,0,1
14478,1209,0,0,1
14479,2716,0,1,1
14480,1622,0,0,0
14481,1116,1,0,0
14482,2928,1,1,1
14483,2106,0,0,0
14484,2587,0,0,0
14485,2284,1,0,1
14486,2430,0,0,0
14487,1314,0,0,0
14488,1378,0,0,1
14489,1919,0,1,0
14490,576,1,0,1
14491,1238,2,0,0
14492,531,1,0,1
14493,1087,2,0,0
14494,728,0,0,0
14495,528,0,0,0
14496,2914,0,0,1
14497,2024,1,0,1
14498,2130,0,1,1
14499,1148,0,2,0
14500,2064,0,0,0
14501,2725,1,0,1
14502,1719,0,0,1
14503,2836,1,1,1
14504,1293,0,0,0
14505,2479,0,0,1
14506,2339,0,1,1
14507,1743,0,0,1
14508,779,0,1,0
14509,1953,0,0,1
14510,2770,0,0,1
14511,2360,1,1,1
14512,1607,1,0,0
14513,1523,1,1,1
14514,2914,1,0,1
14515,671,0,0,0
14516,2223,0,0,1
14517,1923,0,1,1
14518,2050,0,0,1
14519,639,0,0,0
14520,2179,0,0,1
14521,1965,0,1,1
14522,1109,0,0,0
14523,2242,0,0,0
14524,659,0,0,0
14525,2430,0,0,0
14526,486,0,1,0
14527,426,0,0,0
14528,2070,2,2,1
14529,718,1,0,0
14530,1577,0,1,0
14531,1648,0,0,1
14532,1096,0,0,0
14533,2537,1,0,1
14534,1136,0,0,1
14535,585,1,0,0
14536,1919,0,0,0
14537,698,1,0,0
14538,2040,0,0,0
14539,457,0,0,1
14540,1407,0,0,0
14541,1623,1,0,1
14542,1765,0,0,0
14543,2462,0,0,1
14544,2462,0,0,1
14545,2935,0,0,1
14546,2984,0,0,1
14547,2350,0,0,0
14548,2381,0,1,1
14549,472,0,0,0
14550,2745,0,0,0
14551,2198,0,0,0
14552,865,0,1,1
14553,2255,0,0,1
14554,1293,0,0,0
14555,575,1,1,1
14556,2352,0,1,0
14557,968,1,0,1
14558,2120,0,1,1
14559,2790,0,0,1
14560,981,0,0,0
14561,999,0,0,1
14562,472,0,0,0
14563,602,0,1,0
14564,2419,1,0,1
14565,2695,0,1,1
14566,2369,0,0,1
14567,2712,0,0,1
14568,1734,0,0,0
14569,2102,0,0,1
14570,2182,0,0,1
14571,1086,1,0,1
14572,2226,0,1,1
14573,1129,0,0,1
14574,1398,1,0,1
14575,1139,1,0,0
14576,500,0,0,0
14577,2573,0,2,1
14578,2732,0,0,1
14579,2591,0,1,1
14580,1347,0,0,1
14581,1539,0,1,1
14582,1936,1,0,1
14583,2334,0,0,1
14584,2712,0,0,1
14585,1180,0,0,1
14586,2137,0,0,1
14587,1510,0,1,0
14588,1329,0,0,1
14589,1013,1,1,0
14590,2275,0,0,1
14591,2516,0,0,1
14592,1728,0,1,0
14593,2986,0,0,1
14594,2507,0,0,0
14595,532,0,0,1
14596,2925,0,0,1
14597,2462,0,0,1
14598,2829,0,1,1
14599,1056,1,0,0
14600,2535,0,0,1
14601,2761,0,0,1
14602,1161,0,1,0
14603,1549,1,0,1
14604,1366,1,0,1
14605,775,0,0,0
14606,1661,0,0,0
14607,2492,0,0,1
14608,1885,0,0,1
14609,2008,2,0,0
14610,2002,0,0,0
14611,504,0,0,0
14612,964,1,0,0
14613,442,0,1,0
14614,1256,0,0,0
14615,705,0,0,0
14616,1800,0,0,0
14617,2707,0,0,1
14618,2599,1,0,1
14619,2852,0,0,1
14620,2113,0,0,0
14621,2198,0,0,1
14622,2403,0,1,0
14623,1679,0,0,0
14624,2586,1,1,1
14625,2940,0,0,1
14626,2814,0,1,1
14627,1279,1,1,1
14628,1956,0,0,0
14629,981,0,0,0
14630,972,0,0,0
14631,979,1,0,0
14632,1900,0,0,1
14633,1884,1,1,0
14634,1221,0,1,1
14635,2727,0,0,0
14636,2647,1,0,1
14637,652,0,1,1
14638,2367,0,1,0
14639,577,0,1,1
14640,2401,0,0,1
14641,2651,0,0,0
14642,2172,0,0,0
14643,2039,0,0,1
14644,480,0,0,0
14645,1617,0,1,0
14646,1226,0,0,1
14647,2540,1,0,1
14648,1997,1,0,1
14649,1448,1,0,1
14650,2171,1,0,1
14651,1818,0,0,0
14652,513,0,0,0
14653,1554,1,0,1
14654,2734,1,1,1
14655,2583,0,0,1
14656,2541,1,0,1
14657,1811,1,1,1
14658,2688,0,0,1
14659,1426,0,0,0
14660,1686,0,1,1
14661,1696,2,0,0
14662,2397,1,1,1
14663,1690,0,0,0
14664,702,0,1,0
14665,1606,0,0,0
14666,2217,0,1,1
14667,2973,0,0,1
14668,907,0,0,1
14669,1326,0,0,0
14670,1330,1,0,0
14671,515,0,0,0
14672,450,1,0,0
14673,2020,0,0,1
14674,1234,1,0,0
14675,413,0,0,0
14676,415,0,1,0
14677,1975,0,0,1
14678,2163,0,1,1
14679,679,0,0,0
14680,1679,0,0,0
14681,1084,0,0,0
14682,1454,0,0,1
14683,1964,0,0,0
14684,1201,1,0,1
14685,2652,0,0,1
14686,2968,0,0,1
14687,2981,0,0,1
14688,2468,1,1,1
14689,932,0,2,1
14690,2783,0,1,1
14691,786,0,0,0
14692,1055,0,1,0
14693,637,1,0,0
14694,2355,0,0,1
14695,1579,0,0,1
14696,2209,0,1,1
14697,2636,0,0,1
14698,1510,0,0,0
14699,1869,0,1,0
14700,918,0,0,0
14701,855,0,0,0
14702,2168,0,0,0
14703,825,0,1,1
14704,579,0,0,0
14705,2901,0,0,1
14706,426,0,1,0
14707,950,1,0,0
14708,2697,0,0,1
14709,1517,0,0,1
14710,2878,0,1,1
14711,2370,0,1,1
14712,1579,0,2,0
14713,1340,1,0,0
14714,1463,0,2,1
14715,923,0,0,0
14716,1741,1,0,0
14717,2043,0,1,1
14718,1238,2,0,0
14719,2014,0,0,1
14720,1919,1,0,1
14721,1271,0,1,0
14722,1260,0,0,1
14723,2371,1,0,1
14724,2786,0,1,1
14725,2047,0,0,0
14726,1500,0,1,1
14727,721,0,1,0
14728,2496,0,0,1
14729,1725,0,0,0
14730,1907,0,0,1
14731,632,0,0,0
14732,504,0,1,0
14733,2591,0,0,1
14734,2517,1,0,1
14735,1259,2,2,1
14736,644,0,0,0
14737,425,0,0,0
14738,1095,1,1,0
14739,708,0,0,0
14740,1460,0,0,0
14741,457,0,0,0
14742,411,0,0,0
14743,2126,0,1,0
14744,1563,0,1,1
14745,1547,0,0,1
14746,963,0,0,0
14747,2435,1,0,1
14748,2725,0,1,1
14749,1594,0,2,1
14750,682,0,1,0
14751,1869,0,0,1
14752,2672,0,0,1
14753,2968,0,0,1
14754,1247,1,0,1
14755,2172,1,1,1
14756,2620,0,0,1
14757,1774,1,0,0
14758,2306,0,1,1
14759,983,1,0,0
14760,2898,0,0,1
14761,1346,2,0,0
14762,669,0,1,0
14763,2495,0,1,1
14764,2957,0,0,1
14765,1602,0,0,1
14766,830,1,0,1
14767,524,0,0,0
14768,1339,0,0,1
14769,481,0,0,0
14770,2787,0,1,1
14771,2347,2,0,1
14772,1841,0,0,1
14773,2357,0,0,1
14774,1839,0,0,1
14775,509,1,1,1
14776,2233,0,0,1
14777,2480,2,0,1
14778,1015,1,0,1
14779,2657,0,0,1
14780,688,0,0,0
14781,780,0,1,1
14782,2434,0,0,1
14783,1917,0,0,0
14784,1319,1,0,1
14785,877,0,0,1
14786,2797,0,0,1
14787,2476,1,0,1
14788,2848,0,1,1
14789,2035,0,0,1
14790,814,0,0,1
14791,841,1,0,0
14792,2387,1,0,1
14793,1316,0,0,1
14794,2759,0,0,1
14795,1197,0,0,1
14796,2944,1,1,1
14797,1938,0,0,1
14798,1731,0,1,1
14799,2540,0,0,1
14800,2356,0,1,1
14801,2457,0,0,1
14802,2173,0,0,1
14803,1515,0,1,0
14804,1630,0,0,1
14805,2128,0,0,0
14806,1106,0,0,0
14807,2276,0,0,1
14808,604,0,0,1
14809,1401,0,0,0
14810,1276,0,2,0
14811,1141,0,0,0
14812,2134,0,0,1
14813,894,0,1,0
14814,587,0,0,0
14815,1128,1,0,0
14816,2848,0,2,1
14817,1588,0,0,0
14818,2862,1,1,1
14819,2352,0,1,1
14820,2748,0,0,1
14821,2030,0,0,1
14822,2621,0,0,1
14823,962,2,0,1
14824,1895,1,0,1
14825,2994,0,0,1
14826,1463,0,0,0
14827,622,0,1,0
14828,1093,2,0,0
14829,2427,0,0,1
14830,1357,0,0,1
14831,1563,0,1,0
14832,1051,0,1,1
14833,626,0,0,1
14834,1393,0,1,0
14835,1636,0,0,1
14836,2074,0,0,1
14837,941,1,0,0
14838,556,0,0,0
14839,2376,0,0,1
14840,1826,0,0,0
14841,1158,0,0,1
14842,681,0,1,1
14843,2017,0,0,1
14844,1563,1,0,0
14845,1000,0,0,1
14846,1069,0,1,0
14847,1271,0,0,0
14848,1228,0,0,1
14849,1426,0,1,1
14850,2748,0,0,1
14851,1747,1,1,0
14852,706,2,0,1
14853,2185,1,1,1
14854,916,0,0,1
14855,673,0,2,1
14856,2033,0,0,0
14857,2855,1,0,1
14858,2330,1,1,1
14859,1417,0,0,1
14860,1336,1,0,0
14861,2488,0,0,1
14862,1777,0,0,0
14863,2658,0,0,1
14864,1885,1,1,1
14865,1643,0,1,1
14866,577,1,0,0
14867,1215,0,0,0
14868,2769,0,1,1
14869,1175,0,0,0
14870,1491,1,0,0
14871,2498,0,0,0
14872,441,0,1,0
14873,2003,0,0,1
14874,544,0,0,0
14875,2896,0,0,1
14876,2264,0,0,1
14877,2223,0,1,0
14878,1507,0,0,0
14879,1177,1,0,1
14880,2936,0,0,1
14881,659,0,0,1
14882,542,1,0,0
14883,603,1,0,0
14884,2247,1,0,0
14885,1952,0,0,1
14886,2488,0,0,1
14887,1260,0,0,1
14888,625,0,1,1
14889,489,0,0,0
14890,1355,1,0,1
14891,865,0,1,0
14892,1826,0,0,1
14893,664,0,0,0
14894,695,0,0,0
14895,775,0,0,0
14896,2474,0,0,1
14897,1970,1,0,1
14898,2003,0,0,1
14899,1911,1,1,0
14900,871,0,1,0
14901,1148,1,0,0
14902,2159,1,0,1
14903,431,0,0,0
14904,2781,0,0,1
14905,2751,0,0,1
14906,2941,1,1,1
14907,2515,0,0,1
14908,2679,0,0,1
14909,2288,0,0,1
14910,560,0,0,0
14911,2323,0,0,0
14912,2055,0,0,0
14913,2677,0,1,1
14914,2100,0,0,0
14915,2548,1,0,1
14916,2828,0,0,1
14917,2472,0,0,1
14918,2237,0,0,1
14919,2912,0,0,1
14920,821,0,0,0
14921,1121,0,0,1
14922,947,0,0,1
14923,802,0,0,0
14924,1481,0,1,1
14925,2175,0,0,1
14926,1302,1,1,1
14927,741,0,0,0
14928,1511,0,1,1
14929,700,0,0,0
14930,706,0,0,1
14931,2496,0,0,1
14932,1950,0,1,1
14933,2189,0,0,1
14934,2602,0,1,1
14935,1528,1,0,1
14936,2090,0,0,1
14937,2118,1,1,1
14938,2108,0,0,1
14939,2044,0,3,1
14940,2653,0,0,1
14941,1155,0,1,1
14942,2738,0,1,1
14943,590,0,0,0
14944,1702,0,0,0
14945,2969,0,0,1
14946,1371,0,0,1
14947,1358,1,0,0
14948,2780,1,0,1
14949,2826,0,0,1
14950,2146,0,0,0
14951,2797,0,1,1
14952,883,0,0,0
14953,2052,0,0,1
14954,675,1,0,0
14955,1940,0,0,0
14956,908,2,0,1
14957,2320,2,0,1
14958,2429,1,0,0
14959,519,1,0,0
14960,2352,0,0,1
14961,791,0,0,0
14962,1703,0,1,1
14963,1041,0,0,0
14964,2757,0,0,1
14965,1340,0,0,1
14966,437,1,0,0
14967,1071,0,1,0
14968,893,0,1,0
14969,1563,0,0,0
14970,1658,0,0,0
14971,899,0,0,0
14972,2676,0,0,1
14973,2481,1,0,1
14974,2332,0,0,0
14975,2459,0,0,1
14976,2708,3,0,1
14977,2079,0,1,1
14978,2812,0,0,1
14979,1583,0,0,0
14980,815,0,1,0
14981,2705,0,1,1
14982,844,0,0,0
14983,2017,0,0,1
14984,2631,0,0,1
14985,2660,0,0,1
14986,2843,0,0,1
14987,2603,0,0,1
14988,443,2,2,0
14989,639,0,0,0
14990,1574,1,0,1
14991,2361,0,0,0
14992,2249,0,0,1
14993,2894,0,1,1
14994,2367,1,0,1
14995,1688,0,0,1
14996,2465,1,1,1
14997,1269,0,0,1
14998,2438,0,0,0
14999,1784,1,0,1
15000,2516,1,0,1
15001,2898,0,1,1
15002,1932,0,1,0
15003,2517,0,1,1
15004,1888,0,0,0
15005,2022,0,0,1
15006,2102,0,0,0
15007,1336,0,0,1
15008,1559,0,0,1
15009,1668,0,0,1
15010,2369,1,0,1
15011,1297,0,1,1
15012,2256,0,1,0
15013,1060,0,0,0
15014,822,0,0,1
15015,2798,0,0,1
15016,492,0,0,0
15017,2348,0,0,1
15018,2868,0,0,1
15019,1120,0,0,0
15020,2482,0,0,1
15021,2612,2,0,1
15022,1954,0,1,1
15023,2064,1,1,1
15024,2398,2,2,1
15025,734,0,0,0
15026,934,0,0,0
15027,2518,0,1,1
15028,2570,0,0,0
15029,571,0,0,0
15030,1592,0,0,0
15031,2803,0,0,1
15032,1953,1,0,0
15033,1706,1,0,1
15034,1247,0,0,0
15035,478,0,0,0
15036,556,1,0,1
15037,2999,0,0,1
15038,2596,0,0,1
15039,2734,0,0,0
15040,2370,1,0,1
15041,1230,0,0,0
15042,1942,0,1,0
15043,2007,0,1,1
15044,2487,0,0,1
15045,2108,0,0,0
15046,567,0,0,0
15047,2315,1,1,0
15048,449,2,0,0
15049,2858,0,0,1
15050,1108,0,1,0
15051,2924,0,1,1
15052,1138,0,1,1
15053,1632,0,2,0
15054,886,0,0,0
15055,2277,1,0,1
15056,2887,1,0,1
15057,1821,0,1,0
15058,2451,1,0,1
15059,2431,0,0,1
15060,919,0,0,0
15061,462,0,0,1
15062,2768,1,0,1
15063,1011,0,0,1
15064,1944,0,0,1
15065,1870,0,0,1
15066,407,0,0,0
15067,2888,2,0,1
15068,992,1,0,0
15069,472,0,0,1
15070,1737,0,0,1
15071,2192,1,0,1
15072,2997,0,0,1
15073,1587,0,1,1
15074,1123,0,2,0
15075,1348,0,0,1
15076,1966,0,0,1
15077,2013,0,0,0
15078,2279,0,0,0
15079,601,1,1,1
15080,1074,0,0,1
15081,1105,0,1,0
15082,1846,0,1,0
15083,2172,1,0,1
15084,827,0,0,0
15085,2404,2,2,1
15086,2925,0,0,1
15087,2860,0,0,1
15088,1824,1,0,1
15089,1031,0,0,1
15090,2905,1,0,1
15091,2564,0,1,1
15092,2604,0,1,1
15093,1465,0,0,1
15094,2837,0,0,0
15095,1651,1,0,0
15096,2438,1,0,1
15097,2624,1,0,1
15098,2381,1,0,0
15099,1703,0,0,1
15100,2712,1,0,1
15101,496,0,0,0
15102,2947,0,0,1
15103,661,0,1,0
15104,1305,1,0,1
15105,2173,0,0,0
15106,1095,1,0,0
15107,2267,0,0,0
15108,2829,0,0,1
15109,2084,1,0,1
15110,1039,0,1,0
15111,1836,0,0,1
15112,2709,1,0,1
15113,2753,0,0,1
15114,936,1,1,1
15115,1655,0,0,0
15116,2667,1,0,1
15117,1077,0,1,1
15118,1417,0,1,1
15119,1240,0,0,0
15120,797,0,0,0
15121,1231,1,0,0
15122,589,0,0,0
15123,1900,1,1,1
15124,954,0,0,0
15125,588,0,0,0
15126,2201,0,0,0
15127,2309,0,0,0
15128,1553,0,0,0
15129,2777,0,0,1
15130,2398,0,0,1
15131,1015,0,0,1
15132,1508,1,0,0
15133,1060,1,0,1
15134,1380,0,0,1
15135,2787,1,1,1
15136,994,0,0,0
15137,1250,2,2,0
15138,2117,0,1,1
15139,1585,1,0,0
15140,1993,0,0,0
15141,2377,1,0,1
15142,834,0,1,0
15143,1323,0,0,0
15144,2036,0,0,1
15145,1177,0,0,0
15146,2683,0,0,1
15147,983,0,0,0
15148,1062,0,0,0
15149,2487,0,0,1
15150,638,1,0,0
15151,726,0,0,0
15152,2654,0,1,1
15153,2305,0,0,1
15154,2456,1,0,1
15155,1848,0,0,0
15156,541,1,0,1
15157,2677,0,0,1
15158,1490,0,0,0
15159,516,0,0,0
15160,2950,0,0,1
15161,1149,0,0,1
15162,869,0,0,1
15163,2938,1,0,1
15164,1422,1,0,1
15165,700,0,0,0
15166,1282,0,1,1
15167,1530,0,0,0
15168,986,0,0,1
15169,508,1,0,1
15170,2253,0,1,1
15171,596,0,0,0
15172,1843,0,0,1
15173,2976,0,0,1
15174,2523,0,0,1
15175,2191,0,0,1
15176,742,0,0,0
15177,1218,0,1,0
15178,1757,0,0,1
15179,1036,0,1,0
15180,1408,1,0,1
15181,2548,1,0,1
15182,2269,0,0,1
15183,959,0,0,1
15184,948,0,1,0
15185,1365,0,0,1
15186,892,1,1,0
15187,2726,0,1,1
15188,2872,1,0,1
15189,978,0,0,1
15190,1448,1,0,1
15191,2288,0,0,1
15192,1337,0,0,0
15193,1514,1,0,1
15194,2405,1,0,1
15195,2870,0,1,1
15196,2908,0,2,1
15197,1194,0,0,1
15198,448,0,0,0
15199,429,0,0,0
15200,2561,1,0,1
15201,1800,0,0,1
15202,2052,0,0,1
15203,2867,1,1,1
15204,1480,1,0,0
15205,593,1,0,1
15206,2131,0,0,1
15207,1993,1,0,1
15208,861,2,0,1
15209,2326,0,0,1
15210,1281,0,0,1
15211,2525,0,0,1
15212,2400,0,1,1
15213,1051,2,0,0
15214,1632,0,1,0
15215,1002,0,1,1
15216,453,0,1,0
15217,1257,0,0,0
15218,1311,0,0,1
15219,2411,0,0,1
15220,576,0,0,0
15221,1802,0,0,1
15222,1043,0,0,0
15223,2868,0,0,1
15224,2156,1,0,1
15225,1511,0,0,0
15226,2501,0,0,1
15227,2376,0,1,1
15228,1193,0,0,0
15229,2737,0,0,1
15230,1545,0,0,1
15231,2901,0,1,1
15232,1046,0,2,1
15233,2572,0,0,1
15234,2368,0,0,1
15235,1772,0,0,0
15236,905,1,0,0
15237,2877,0,1,1
15238,1515,0,0,1
15239,2181,0,0,1
15240,2495,0,0,1
15241,2501,0,0,1
15242,902,0,1,1
15243,1951,0,1,0
15244,920,1,0,1
15245,1922,0,0,1
15246,1337,0,0,0
15247,1832,0,0,0
15248,1950,1,0,1
15249,2444,0,0,1
15250,913,0,0,0
15251,1885,1,0,0
15252,1642,0,0,1
15253,1805,1,0,0
15254,2797,0,0,0
15255,2016,0,2,0
15256,2084,1,0,1
15257,2523,0,1,1
15258,1273,0,1,0
15259,2558,0,1,1
15260,1177,0,0,0
15261,1538,0,0,1
15262,1285,0,0,0
15263,2637,0,0,1
15264,2209,0,1,1
15265,2445,1,1,1
15266,1584,1,0,1
15267,1550,1,0,0
15268,2991,0,0,1
15269,2173,0,0,1
15270,2751,1,0,1
15271,2312,1,0,1
15272,2244,0,0,0
15273,1204,0,0,0
15274,2970,0,0,1
15275,1380,0,0,1
15276,1497,0,0,1
15277,2716,0,1,1
15278,1539,1,0,1
15279,937,0,0,1
15280,458,1,0,0
15281,2431,0,0,1
15282,2910,0,0,1
15283,1049,0,0,0
15284,2708,0,0,1
15285,1512,2,0,1
15286,987,0,0,0
15287,2445,1,0,1
15288,762,0,0,0
15289,2443,0,1,1
15290,2793,0,0,1
15291,876,0,0,0
15292,669,1,0,0
15293,1241,0,0,1
15294,1176,0,0,0
15295,1480,1,0,1
15296,411,0,1,0
15297,2825,0,0,1
15298,424,0,2,1
15299,2358,0,0,1
15300,1639,0,1,0
15301,1238,0,1,0
15302,749,0,0,0
15303,682,0,1,0
15304,447,0,0,0
15305,1643,1,1,0
15306,815,0,0,0
15307,1503,0,0,1
15308,2153,0,0,1
15309,1227,0,1,1
15310,2817,0,0,1
15311,812,0,0,0
15312,1409,1,0,1
15313,2939,1,0,1
15314,1316,0,0,1
15315,2348,0,0,0
15316,423,0,0,0
15317,1348,0,1,0
15318,893,0,0,0
15319,1063,0,0,0
15320,2881,1,1,1
15321,1430,0,0,1
15322,2122,0,0,1
15323,1401,1,0,0
15324,1688,0,1,1
15325,1281,1,0,0
15326,873,0,0,1
15327,1382,2,0,1
15328,676,0,0,0
15329,709,0,0,0
15330,1457,0,0,1
15331,486,0,0,0
15332,1774,0,0,0
15333,1545,0,0,1
15334,1984,0,0,1
15335,1019,0,0,0
15336,2539,0,1,1
15337,1338,0,2,0
15338,1506,0,0,1
15339,949,2,0,0
15340,1013,0,0,0
15341,698,1,1,0
15342,1639,3,0,0
15343,454,0,0,0
15344,1625,0,0,1
15345,2708,0,0,1
15346,2141,1,1,1
15347,2110,0,0,1
15348,611,1,0,0
15349,2942,0,0,1
15350,1817,0,0,0
15351,934,0,0,0
15352,996,0,0,0
15353,1077,0,0,0
15354,724,1,0,1
15355,530,0,0,0
15356,2202,1,1,0
15357,2710,0,0,0
15358,957,0,0,1
15359,2216,0,1,1
15360,1064,0,0,0
15361,2522,0,0,1
15362,2420,0,0,1
15363,2142,1,0,1
15364,688,1,0,1
15365,1919,0,2,1
15366,1226,0,0,1
15367,1265,1,1,1
15368,2854,0,0,1
15369,404,1,0,0
15370,2192,1,1,1
15371,1525,1,1,1
15372,1479,0,0,1
15373,928,1,0,1
15374,2759,1,0,1
15375,427,0,1,0
15376,593,1,0,0
15377,2377,0,0,0
15378,929,0,0,0
15379,2616,0,0,1
15380,1080,0,1,0
15381,786,1,0,0
15382,2210,0,0,1
15383,1026,0,0,0
15384,1674,1,0,1
15385,2376,0,0,0
15386,1954,2,0,1
15387,1894,1,0,1
15388,1375,1,0,0
15389,1680,0,0,0
15390,2155,0,0,0
15391,2234,0,0,1
15392,2895,0,0,1
15393,1707,0,0,0
15394,648,0,0,0
15395,2908,0,0,1
15396,817,0,0,0
15397,752,0,0,1
15398,2107,0,0,0
15399,1153,1,0,0
15400,875,0,0,1
15401,2994,0,0,1
15402,2378,1,0,0
15403,697,1,0,0
15404,1652,1,1,1
15405,1312,2,0,0
15406,624,0,0,0
15407,1870,1,0,1
15408,506,1,1,0
15409,2324,0,0,1
15410,1379,2,2,1
15411,1649,0,0,0
15412,2964,0,0,1
15413,1393,0,1,1
15414,1748,0,1,0
15415,2130,1,0,1
15416,1616,0,0,1
15417,2748,0,0,1
15418,865,0,0,0
15419,626,0,0,0
15420,1164,0,0,1
15421,2304,0,0,0
15422,731,0,1,1
15423,2280,0,0,1
15424,1443,0,0,0
15425,2186,0,0,1
15426,2303,0,0,1
15427,476,0,0,0
15428,1952,1,1,0
15429,2607,0,0,1
15430,1260,0,0,1
15431,2691,1,1,1
15432,2001,0,1,1
15433,652,0,0,0
15434,620,0,0,0
15435,1600,1,1,1
15436,2853,0,0,0
15437,1854,0,0,1
15438,1421,0,0,0
15439,755,1,0,0
15440,1459,1,0,0
15441,2189,0,0,0
15442,1360,0,0,1
15443,996,0,0,0
15444,2484,0,0,1
15445,926,0,1,1
15446,830,0,0,0
15447,2067,0,1,1
15448,903,1,0,0
15449,2235,0,0,0
15450,1385,1,0,0
15451,463,1,0,1
15452,1108,0,0,0
15453,1512,0,0,1
15454,617,0,0,0
15455,2292,0,0,1
15456,792,1,1,0
15457,1363,0,0,1
15458,772,0,0,1
15459,828,0,0,0
15460,2323,0,0,1
15461,1780,0,1,1
15462,2596,0,0,1
15463,2275,0,0,1
15464,2540,1,0,1
15465,1646,0,1,0
15466,980,0,0,0
15467,1102,0,1,1
15468,1068,2,0,1
15469,1946,0,0,1
15470,923,0,0,0
15471,1049,0,0,0
15472,652,1,1,0
15473,2191,0,2,1
15474,2355,0,0,0
15475,1807,0,1,1
15476,1165,0,1,0
15477,2544,1,0,1
15478,621,0,0,0
15479,1498,0,0,1
15480,2135,0,0,1
15481,1333,1,0,1
15482,1443,0,0,1
15483,2201,1,0,1
15484,2280,0,0,1
15485,1280,0,0,1
15486,1864,0,0,1
15487,2491,2,0,1
15488,666,0,0,0
15489,1696,0,0,1
15490,1778,0,0,1
15491,645,0,0,0
15492,1290,0,0,0
15493,1034,0,0,0
15494,2052,0,0,1
15495,762,0,0,0
15496,976,0,0,0
15497,1995,0,0,1
15498,538,0,0,0
15499,2861,0,0,1
15500,777,0,0,1
15501,437,1,0,1
15502,463,0,1,0
15503,2866,0,0,1
15504,1019,0,0,0
15505,2341,0,0,1
15506,1774,0,0,0
15507,1576,0,0,0
15508,1792,0,0,0
15509,2888,0,1,1
15510,1724,0,1,1
15511,2207,1,1,0
15512,2812,0,0,1
15513,2663,0,0,1
15514,2270,0,0,1
15515,2045,0,0,0
15516,760,0,0,0
15517,1704,0,0,1
15518,2687,0,0,0
15519,1141,0,1,1
15520,2538,0,0,1
15521,1484,1,0,0
15522,727,1,0,1
15523,1642,3,3,0
15524,2378,1,0,1
15525,1751,0,0,0
15526,2861,1,0,1
15527,2750,0,0,1
15528,1550,0,0,0
15529,1967,0,0,1
15530,1218,0,0,0
15531,1163,0,0,1
15532,1810,1,0,0
15533,815,0,1,0
15534,1354,0,0,0
15535,2285,1,0,0
15536,1286,0,0,0
15537,629,0,1,0
15538,1220,2,0,1
15539,758,0,0,0
15540,1613,0,1,1
15541,1484,1,0,1
15542,2546,0,0,1
15543,2394,0,1,0
